id,slug,text,perimeter,group_id,group_name
2283-communaute-dagglomeration-saint-lo-agglo,communaute-dagglomeration-saint-lo-agglo,Communauté d'Agglomération Saint-Lô Agglo,CA Saint-Lô Agglo,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2284-caisse-des-ecoles-de-chambery,caisse-des-ecoles-de-chambery,Caisse des écoles de Chambéry,Chambéry,112.0,Commune
2285-agence-xv-xi,agence-xv-xi,Agence XV-XI,France,111.0,Entreprise
2286-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement d'Indre-et-Loire,Indre-et-Loire,15.0,Agence d'Information sur le Logement (ADIL)
2287-union-regionale-des-centres-permanents-dinitiative,union-regionale-des-centres-permanents-dinitiative,Union régionale des Centres permanents d'Initiative pour l'Environnement - Hauts-de-France (CPIE),Hauts-de-France,129.0,Centres permanents d'Initiatives pour l'Environnement (CPIE)
2290-communaute-de-communes-du-massif-du-sancy,communaute-de-communes-du-massif-du-sancy,Communauté de communes du massif du Sancy,CC du Massif du Sancy,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2291-commissariat-du-massif-central,commissariat-du-massif-central,Commissariat du Massif Central,Massif central,24.0,Commissariat de massif
2292-energies-solidaires-association,energies-solidaires-association,Energies Solidaires association,Yvelines,121.0,Association locale
2293-association-savoyarde-pour-le-developpement-denerg,association-savoyarde-pour-le-developpement-denerg,Association savoyarde pour le développement d'énergies renouvelables (ASDER),Savoie,121.0,Association locale
2294-association-des-maires-et-des-presidents-de-commun,association-des-maires-et-des-presidents-de-commun,Association des maires et des présidents de communautés de l'Ardèche,Ardèche,121.0,Association locale
2295-groupement-interregional-de-recherche-clinique-et,groupement-interregional-de-recherche-clinique-et,Groupement Interrégional de Recherche clinique et d'Innovation d'Île-de-France (GIRCI),Île-de-France,148.0,Établissement public local (autre)
2296-caf-de-lisere,caf-de-lisere,Caisse d'allocations familiales (CAF) de l'Isère,Isère,58.0,Caisse d'allocations familiales (CAF)
2297-soliha-isere-savoie,soliha-isere-savoie,SOLIHA Isère Savoie,Isère,121.0,Association locale
2298-syndicat-intercommunautaire-riviere-cavalon-coulon,syndicat-intercommunautaire-riviere-cavalon-coulon,Syndicat Intercommunautaire Rivière Cavalon-Coulon (SIRCC),Vaucluse,44.0,Syndicat mixte
2299-ddt-du-vaucluse,ddt-du-vaucluse,DDT du Vaucluse,Vaucluse,27.0,Direction Départementale des Territoires / et de la Mer (DDT/DDTM)
2300-agence-landaise-pour-linformatique-alpi40-opsn,agence-landaise-pour-linformatique-alpi40-opsn,Agence landaise pour l'informatique - Alpi40 (OPSN),,11.0,Opérateur public de services numériques (OPSN)
2301-seine-et-yvelines-numerique-opsn,seine-et-yvelines-numerique-opsn,Seine et Yvelines Numérique (OPSN),,,
2302-eure-normandie-numerique,eure-normandie-numerique,Eure Normandie Numérique,,,
2303-territoire-denergie-isere-te38,territoire-denergie-isere-te38,Territoire d'Energie Isère (TE38),Isère,113.0,Syndicat départemental d'énergie (SDE)
2304-association-des-maires-et-presidents-de-communaute,association-des-maires-et-presidents-de-communaute,Association des maires et présidents de communautés des Vosges (AMV 88),Vosges,121.0,Association locale
2305-collecticity,collecticity,Collecticity,France,111.0,Entreprise
2306-mutualite-sociale-agricole-msa-provence-azur,mutualite-sociale-agricole-msa-provence-azur,Mutualité sociale agricole (MSA) Provence Azur,"Alpes-Maritimes, Bouches-du-Rhône et Var",60.0,Caisse de retraite OU de prévoyance
2307-fonds-pour-larbre,fonds-pour-larbre,Fonds pour l'arbre,France,45.0,Association nationale
2308-parc-naturel-regional-baie-de-somme-picardie-marit,parc-naturel-regional-baie-de-somme-picardie-marit,Parc naturel régional - Baie de Somme Picardie maritime (PNR),Somme,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
2309-reseau-canope-direction-territoriale-bourgogne-fra,reseau-canope-direction-territoriale-bourgogne-fra,Réseau Canopé : Direction territoriale Bourgogne – Franche-Comté,Bourgogne-Franche-Comté,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2310-reseau-canope-atelier-canope-21-dijon,reseau-canope-atelier-canope-21-dijon,Réseau Canopé : Atelier Canopé 21 Dijon,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2311-reseau-canope-atelier-canope-25-besancon,reseau-canope-atelier-canope-25-besancon,Réseau Canopé : Atelier Canopé 25 Besançon,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2312-reseau-canope-atelier-canope-39-lons-le-saunier,reseau-canope-atelier-canope-39-lons-le-saunier,Réseau Canopé : Atelier Canopé 39 Lons-le-Saunier,Bourgogne-Franche-Comté,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2313-reseau-canope-atelier-canope-58-nevers,reseau-canope-atelier-canope-58-nevers,Réseau Canopé : Atelier Canopé 58 Nevers,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2314-reseau-canope-atelier-canope-70-vesoul,reseau-canope-atelier-canope-70-vesoul,Réseau Canopé : Atelier Canopé 70 Vesoul,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2315-reseau-canope-atelier-canope-71-macon,reseau-canope-atelier-canope-71-macon,Réseau Canopé : Atelier Canopé 71 Macon,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2316-reseau-canope-atelier-canope-89-auxerre,reseau-canope-atelier-canope-89-auxerre,Réseau Canopé : Atelier Canopé 89 Auxerre,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2317-reseau-canope-atelier-canope-90-belfort,reseau-canope-atelier-canope-90-belfort,Réseau Canopé : Atelier Canopé 90 Belfort,,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2318-agence-territoriale-dingenierie-publique-atip,agence-territoriale-dingenierie-publique-atip,Agence Territoriale d'Ingénierie Publique (ATIP),Bas-Rhin,44.0,Syndicat mixte
2319-agence-technique-departementale-de-laude-atd-11,agence-technique-departementale-de-laude-atd-11,Agence technique départementale de l'Aude (ATD 11),Aude,18.0,Agence Technique Départementale (ATD)
2320-cap-digital,cap-digital,Cap Digital,Île-de-France,121.0,Association locale
2321-petr-des-communautes-du-pays-de-saint-malo,petr-des-communautes-du-pays-de-saint-malo,PETR des Communautés du pays de Saint-Malo,PAYS DE SAINT MALO,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
2322-alec-du-pays-des-vallons-de-vilaines-agence-locale,alec-du-pays-des-vallons-de-vilaines-agence-locale,ALEC du Pays des Vallons de Vilaines – Agence Locale de l’Energie et du Climat,Pays des Vallons de Vilaine,13.0,Agence Locale de l'Energie et du Climat (ALEC)
2323-agence-nationale-pour-les-cheques-vacances-ancv,agence-nationale-pour-les-cheques-vacances-ancv,Agence nationale pour les chèques-vacances (ANCV),France,46.0,Établissement public national (autre)
2324-association-des-maires-et-des-presidents-dintercom,association-des-maires-et-des-presidents-dintercom,Association des Maires et des Présidents d'intercommunalité de la Haute-Loire (AMF43),Haute-Loire,121.0,Association locale
2325-etablissement-public-foncier-de-nouvelle-aquitaine,etablissement-public-foncier-de-nouvelle-aquitaine,Etablissement public foncier de Nouvelle-Aquitaine (EPFNA),Nouvelle-Aquitaine,36.0,Établissement public foncier (EPF)
2326-agence-technique-departementale-cantal-ingenierie,agence-technique-departementale-cantal-ingenierie,Agence technique départementale : Cantal Ingénierie & Territoires – CIT (ATD),Cantal,18.0,Agence Technique Départementale (ATD)
2327-societe-deconomie-mixte-sem-enr-citoyenne,societe-deconomie-mixte-sem-enr-citoyenne,Société d'Economie Mixte (SEM) Enr Citoyenne,Département du Jura et du Doubs,113.0,Syndicat départemental d'énergie (SDE)
2328-office-national-des-forets-onf,office-national-des-forets-onf,Office national des forêts (ONF),France,46.0,Établissement public national (autre)
2329-agence-dingenierie-des-territoires-de-haute-loire-inge43,agence-dingenierie-des-territoires-de-haute-loire-inge43,Agence d'ingénierie des territoires de Haute-Loire (Ingé43),Haute-Loire,18.0,Agence Technique Départementale (ATD)
2330-communaute-dagglomeration-melun-val-de-seine,communaute-dagglomeration-melun-val-de-seine,Communauté d'agglomération Melun Val de Seine,CA Melun Val de Seine,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2331-reseau-canope,reseau-canope,Réseau Canopé,France,95.0,Ministère de l'Éducation nationale et de la Jeunesse
2332-communaute-de-communes-du-val-de-drome-en-biovalle,communaute-de-communes-du-val-de-drome-en-biovalle,Communauté de Communes du Val de Drôme en Biovallée,Drôme,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2333-sg-comite-interministeriel-de-prevention-de-la-del,sg-comite-interministeriel-de-prevention-de-la-del,SG-Comité interministériel de prévention de la délinquance et de la radicalisation,France,118.0,Ministère de l'intérieur
2334-delegation-regionale-academique-a-la-jeunesse-a-le,delegation-regionale-academique-a-la-jeunesse-a-le,"Délégations Régionales Académiques à la Jeunesse, à l'Engagement et aux Sport (DRAJES)",France,142.0,"Délégations Régionales Académiques à la Jeunesse, à l'Engagement et aux Sport (DRAJES) - GENERIQUE"
2335-federation-francaise-de-judo,federation-francaise-de-judo,Fédération Française de Judo,France,125.0,Fédération sportive
2337-rising-sud-agence-dattractivite-et-de-developpemen,rising-sud-agence-dattractivite-et-de-developpemen,Rising Sud - Agence d'attractivité et de développement économique de la région Sud,Provence-Alpes-Côte d'Azur,14.0,Agence d'attractivité / developpement éco / tourisme
2338-mairie-de-giromagny,mairie-de-giromagny,Mairie de Giromagny,Giromagny,112.0,Commune
2339-demo_interne_modele,demo_interne_modele,Démo_interne_modèle,,,
2340-demo_interne_modele,demo_interne_modele,Démo_interne_modèle,,,
2341-demo_interne_modele,demo_interne_modele,Démo_interne_modèle,,,
2342-mairie-de-doix-les-fontaines,mairie-de-doix-les-fontaines,Mairie de Doix-lès-Fontaines,Doix lès Fontaines,112.0,Commune
2343-la-fabrique-de-la-logistique,la-fabrique-de-la-logistique,La Fabrique de la Logistique,France,111.0,Entreprise
2344-logistic-low-carbon,logistic-low-carbon,Logistic Low Carbon,France,111.0,Entreprise
2345-mairie-de-canohes,mairie-de-canohes,Mairie de Canohès,Canohès,112.0,Commune
2346-etablissement-public-foncier-provence-alpes-cote-d,etablissement-public-foncier-provence-alpes-cote-d,Etablissement Public Foncier Provence-Alpes Côte d'Azur,Provence-Alpes-Côte d'Azur,36.0,Établissement public foncier (EPF)
2347-i-care-lab-auvergne-rhone-alpes,i-care-lab-auvergne-rhone-alpes,i-Care LAB Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,121.0,Association locale
2348-cesi,cesi,CESI,France,45.0,Association nationale
2349-le-cler-reseau-pour-la-transition-energetique,le-cler-reseau-pour-la-transition-energetique,Le CLER-Réseau pour la transition énergétique,France,45.0,Association nationale
2351-prefecture-des-alpes-de-haute-provence,prefecture-des-alpes-de-haute-provence,Préfecture des Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,38.0,Préfécture de département OU sous préfecture
2352-ddt-des-alpes-de-haute-provence,ddt-des-alpes-de-haute-provence,DDT des Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,27.0,Direction Départementale des Territoires / et de la Mer (DDT/DDTM)
2353-syndicat-denergie-des-alpes-de-haute-provence-sde0,syndicat-denergie-des-alpes-de-haute-provence-sde0,Syndicat d'Énergie des Alpes-de-Haute-Provence (SDE04),Alpes-de-Haute-Provence,113.0,Syndicat départemental d'énergie (SDE)
2354-societe-damenagement-foncier-et-detablissement-rur,societe-damenagement-foncier-et-detablissement-rur,Société d'aménagement foncier et d'établissement rural (SAFER) Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,148.0,Établissement public local (autre)
2355-parc-national-du-mercantour,parc-national-du-mercantour,Parc national du Mercantour,,148.0,Établissement public local (autre)
2358-ingenierie-et-territoires-04,ingenierie-et-territoires-04,Ingénierie et Territoires 04,Alpes-de-Haute-Provence,18.0,Agence Technique Départementale (ATD)
2359-etablissement-public-foncier-de-provence-alpes-cot,etablissement-public-foncier-de-provence-alpes-cot,Établissement Public Foncier de Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,36.0,Établissement public foncier (EPF)
2360-chambre-des-metiers-et-de-lartisanat-cma-provence,chambre-des-metiers-et-de-lartisanat-cma-provence,Chambre des métiers et de l'artisanat (CMA) Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,149.0,Chambre des métiers et de l'artisanat
2361-chambre-de-commerce-et-dindustrie-cci-des-alpes-de,chambre-de-commerce-et-dindustrie-cci-des-alpes-de,Chambre de commerce et d'industrie (CCI) des Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,128.0,Chambre de commerce et d'industrie (CCI)
2362-chambre-dagriculture-des-alpes-de-haute-provence,chambre-dagriculture-des-alpes-de-haute-provence,Chambre d'agriculture des Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,22.0,Chambre d'agriculture départementale OU régionale
2363-agence-durbanisme-du-pays-daix-durance,agence-durbanisme-du-pays-daix-durance,Agence d'urbanisme du Pays d'Aix-Durance,"Alpes-de-Haute-Provence, Hautes-Alpes et Bouches-du-Rhône",123.0,Agence d'urbanisme
2364-agence-dinformation-sur-le-logement-adil-des-haute,agence-dinformation-sur-le-logement-adil-des-haute,Agence d'information sur le logement (ADIL) des Hautes-Alpes et des Alpes de Haute-Provence,Hautes-Alpes et Alpes-de-Haute-Provence,15.0,Agence d'Information sur le Logement (ADIL)
2365-agence-de-developpement-04,agence-de-developpement-04,Agence de développement 04,Alpes-de-Haute-Provence,148.0,Établissement public local (autre)
2366-nordic-alpes-du-sud,nordic-alpes-du-sud,Nordic Alpes du Sud,"Alpes-de-Haute-Provence, Hautes-Alpes et Alpes-Maritimes",111.0,Entreprise
2367-etablissement-public-foncier-local-epfli-foncier-c,etablissement-public-foncier-local-epfli-foncier-c,Établissement Public Foncier Local - EPFLI Foncier Coeur de France,Centre-Val de Loire sauf Indre-et-Loire,36.0,Établissement public foncier (EPF)
2368-cellules-france-mobilites,cellules-france-mobilites,Cellules France Mobilités,France,,
2369-conseil-regional-de-cantabrie-espagne,conseil-regional-de-cantabrie-espagne,Conseil régional de Cantabrie (Espagne),Gobierno de Cantabria,2.0,Conseil régional (CR)
2370-groupe-daction-locale-du-pays-darles-gal,groupe-daction-locale-du-pays-darles-gal,Groupe d'Action Locale du Pays d'Arles (GAL),GAL Pays d'Arles,152.0,Groupe d'Action Locale (GAL)
2371-nievre-ingenierie,nievre-ingenierie,Nièvre Ingénierie,Nièvre,18.0,Agence Technique Départementale (ATD)
2372-direction-des-affaires-culturelles-dac-la-reunion,direction-des-affaires-culturelles-dac-la-reunion,Direction des Affaires Culturelles (DAC) - La Réunion,La Réunion,32.0,Direction régionale des Affaires culturelles (DRAC)
2373-mairie-dannecy,mairie-dannecy,Mairie d'Annecy,Annecy,112.0,Commune
2374-prefecture-de-laube,prefecture-de-laube,Préfecture de l'Aube,Aube,38.0,Préfécture de département OU sous préfecture
2375-mairie-descalquens,mairie-descalquens,Mairie d'Escalquens,Escalquens,112.0,Commune
2376-mairie-de-bonneuil-en-france,mairie-de-bonneuil-en-france,Mairie de Bonneuil-en-France,Bonneuil-en-France,112.0,Commune
2377-mairie-de-jaunay-marigny,mairie-de-jaunay-marigny,Mairie de Jaunay-Marigny,Jaunay-Marigny,112.0,Commune
2378-centre-communal-daction-sociale-ccas-de-jaunay-mar,centre-communal-daction-sociale-ccas-de-jaunay-mar,Centre Communal d'Action Sociale (CCAS) de Jaunay-Marigny,Jaunay-Marigny,150.0,Centre Communal d'Action Sociale (CCAS)
2379-mairie-dhaveluy,mairie-dhaveluy,Mairie d'Haveluy,Haveluy,,
2380-mairie-de-reims,mairie-de-reims,Mairie de Reims,Reims,112.0,Commune
2381-mairie-de-la-feuillie,mairie-de-la-feuillie,Mairie de La Feuillie,La Feuillie,112.0,Commune
2382-centre-communal-daction-sociale-ccas-de-saint-roma,centre-communal-daction-sociale-ccas-de-saint-roma,Centre Communal d'Action Sociale (CCAS) de Saint-Romans,Saint-Romans,150.0,Centre Communal d'Action Sociale (CCAS)
2383-communaute-de-communes-ambert-livradois-forez,communaute-de-communes-ambert-livradois-forez,Communauté de communes Ambert Livradois Forez,CC Ambert Livradois Forez,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2384-prefecture-de-loire-atlantique,prefecture-de-loire-atlantique,Préfecture de Loire-Atlantique,Loire-Atlantique,38.0,Préfécture de département OU sous préfecture
2385-mairie-de-sauze-vaussais,mairie-de-sauze-vaussais,Mairie de Sauzé-Vaussais,Sauzé-Vaussais,112.0,Commune
2386-centre-communal-daction-sociale-ccas-de-montfort-s,centre-communal-daction-sociale-ccas-de-montfort-s,Centre communal d'action sociale (CCAS) de Montfort-sur-Meu,Montfort-sur-Meu,112.0,Commune
2387-euromediterranee,euromediterranee,Euroméditerranée,Métropole d'Aix-Marseille-Provence,148.0,Établissement public local (autre)
2388-mairie-de-verdun-sur-garonne,mairie-de-verdun-sur-garonne,Mairie de Verdun-sur-Garonne,Verdun-sur-Garonne,112.0,Commune
2389-association-abankor-les-adrets-de-lesterel,association-abankor-les-adrets-de-lesterel,Association Abankor - Les Adrets de l'Estérel,Les Adrets-de-l'Estérel,121.0,Association locale
2390-ligue-du-grand-est-de-tennis-de-table,ligue-du-grand-est-de-tennis-de-table,Ligue du Grand Est de Tennis de Table,Grand Est,125.0,Fédération sportive
2391-matec-atd-57-moselle,matec-atd-57-moselle,MATEC (ATD 57 Moselle),Moselle,18.0,Agence Technique Départementale (ATD)
2392-mairie-de-lerouville,mairie-de-lerouville,Mairie de Lérouville,Lérouville,112.0,Commune
2393-leyton,leyton,Leyton,France,111.0,Entreprise
2394-association-des-maires-et-presidents-depci-de-la-s,association-des-maires-et-presidents-depci-de-la-s,Association des Maires et Présidents d'EPCI de la Seine-Maritime (ADM76),Seine-Maritime,121.0,Association locale
2395-commission-nationale-de-linformatique-et-des-liber,commission-nationale-de-linformatique-et-des-liber,Commission Nationale de l'Informatique et des Libertés (CNIL),France,46.0,Établissement public national (autre)
2396-agence-departementale-dingenierie-de-lain,agence-departementale-dingenierie-de-lain,Agence départementale d'Ingénierie de l'Ain,Ain,18.0,Agence Technique Départementale (ATD)
2397-mutualite-sociale-agricole-msa-picardie,mutualite-sociale-agricole-msa-picardie,Mutualité sociale agricole (MSA) Picardie,Picardie,60.0,Caisse de retraite OU de prévoyance
2398-prefecture-de-la-charente,prefecture-de-la-charente,Préfecture de la Charente,Charente,38.0,Préfécture de département OU sous préfecture
2399-petr-garrigues-et-costieres-de-nimes,petr-garrigues-et-costieres-de-nimes,PETR Garrigues et Costières de Nîmes,PETR DE GARRIGUES ET COSTIÈRES DE NIMES,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
2400-maif,maif,MAIF,France,111.0,Entreprise
2401-monepi,monepi,Monépi,,111.0,Entreprise
2402-fonds-maif-pour-le-vivant,fonds-maif-pour-le-vivant,Fonds MAIF pour le vivant,France,91.0,Fondation ou institut
2403-commune-de-la-voulte-sur-rhone,commune-de-la-voulte-sur-rhone,Commune de La Voulte-sur-Rhône,La Voulte-sur-Rhône,112.0,Commune
2404-direction-des-affaires-culturelles-dac-de-nouvelle,direction-des-affaires-culturelles-dac-de-nouvelle,Direction des affaires culturelles (DAC) de Nouvelle-Calédonie,Nouvelle-Calédonie,32.0,Direction régionale des Affaires culturelles (DRAC)
2405-direction-des-affaires-culturelles-dac-de-polynesi,direction-des-affaires-culturelles-dac-de-polynesi,Direction des affaires culturelles (DAC) de Polynésie française,Polynésie française,32.0,Direction régionale des Affaires culturelles (DRAC)
2406-direction-des-affaires-culturelles-dac-saint-pierr,direction-des-affaires-culturelles-dac-saint-pierr,Direction des affaires culturelles (DAC) Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,32.0,Direction régionale des Affaires culturelles (DRAC)
2407-fondation-francois-sommer,fondation-francois-sommer,Fondation François Sommer,France,91.0,Fondation ou institut
2408-gal-seine-aval,gal-seine-aval,GAL Seine Aval,GAL Seine Aval,44.0,Syndicat mixte
2409-iucn-bureau-europeen,iucn-bureau-europeen,IUCN Bureau Européen,France,91.0,Fondation ou institut
2410-generation-villages,generation-villages,Génération Villages,France,45.0,Association nationale
2411-fougeres-agglomeration,fougeres-agglomeration,Fougères Agglomération,CA Fougères Agglomération,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2412-regions-de-france,regions-de-france,Régions de France,France,45.0,Association nationale
2413-direction-departementale-des-territoires-et-de-la,direction-departementale-des-territoires-et-de-la,Direction départementale des territoires et de la mer (DDTM) de la Seine-Maritime,Seine-Maritime,,
2414-leurope-sengage-en-bretagne,leurope-sengage-en-bretagne,L'Europe s'engage en Bretagne,Bretagne,,
2415-gal-de-la-pointe-de-caux,gal-de-la-pointe-de-caux,GAL de la Pointe de Caux,GAL de la Pointe de Caux,152.0,Groupe d'Action Locale (GAL)
2416-prefecture-de-lessonne,prefecture-de-lessonne,Préfecture de l'Essonne,Essonne,38.0,Préfécture de département OU sous préfecture
2417-office-national-des-combattants-et-des-victimes-de,office-national-des-combattants-et-des-victimes-de,Office national des combattants et des victimes de guerre (ONaCVG),France,46.0,Établissement public national (autre)
2418-gal-castelroussin-valencay,gal-castelroussin-valencay,GAL Castelroussin-Valençay,GAL Castelroussin-Valençay,152.0,Groupe d'Action Locale (GAL)
2419-association-des-maires-et-presidents-dintercommuna,association-des-maires-et-presidents-dintercommuna,Association des Maires et Présidents d'Intercommunalités de la Drôme - AMF 26,Drôme,121.0,Association locale
2420-anestaps,anestaps,ANESTAPS,France,45.0,Association nationale
2421-france-chaleur-urbaine,france-chaleur-urbaine,France Chaleur Urbaine,France,45.0,Association nationale
2422-centres-regional-information-jeunesse-crij,centres-regional-information-jeunesse-crij,Centres régionaux information jeunesse (CRIJ),France,151.0,Centres régionaux information jeunesse (CRIJ)
2423-label-vie,label-vie,Label Vie,France,45.0,Association nationale
2424-territoire-denergie-alsace,territoire-denergie-alsace,Territoire d'Energie Alsace,Territoire d'Energie Alsace,113.0,Syndicat départemental d'énergie (SDE)
2425-gal-adour-chalosse-tursan-marsan,gal-adour-chalosse-tursan-marsan,GAL Adour Chalosse Tursan Marsan,GAL Adour Chalosse Tursan Marsan,152.0,Groupe d'Action Locale (GAL)
2426-label-vie,label-vie,Label Vie,France,45.0,Association nationale
2427-direction-de-la-mer-et-du-littoral-de-corse-dmlc,direction-de-la-mer-et-du-littoral-de-corse-dmlc,Direction de la mer et du littoral de Corse (DMLC),Corse,148.0,Établissement public local (autre)
2428-makesense,makesense,Makesense,France,45.0,Association nationale
2429-gal-auvergne-rhone-alpes-des-terroirs-bourbonnais,gal-auvergne-rhone-alpes-des-terroirs-bourbonnais,GAL Auvergne-Rhône-Alpes des Terroirs Bourbonnais,GAL Auvergne-Rhône-Alpes des Terroirs Bourbonnais,152.0,Groupe d'Action Locale (GAL)
2430-loudeac-communaute-bretagne-centre,loudeac-communaute-bretagne-centre,Loudéac Communauté Bretagne Centre,CC Loudéac Communauté - Bretagne Centre,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2431-caue-de-corse,caue-de-corse,CAUE de Corse,Corse,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2432-caue-de-la-creuse,caue-de-la-creuse,CAUE de la Creuse,Creuse,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2433-caue-du-loir-et-cher-1,caue-du-loir-et-cher-1,CAUE du Loir-et-Cher,Loir-et-Cher,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2434-caue-du-loiret,caue-du-loiret,CAUE du Loiret,Loiret,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2435-caue-du-morbihan,caue-du-morbihan,CAUE du Morbihan,Morbihan,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2436-caue-dalsace,caue-dalsace,CAUE d'Alsace,Alsace,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2437-caue-de-la-somme,caue-de-la-somme,CAUE de la Somme,Somme,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2438-caue-de-mayotte,caue-de-mayotte,CAUE de Mayotte,Mayotte,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2439-federation-nationale-des-conseils-darchitecture-durbanisme-et-de-lenvironnement,federation-nationale-des-conseils-darchitecture-durbanisme-et-de-lenvironnement,"Fédération Nationale des Conseils d'Architecture, d'Urbanisme et de l'Environnement",France métropolitaine,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
2440-gal-la-rochelle-re-aunis,gal-la-rochelle-re-aunis,GAL La Rochelle-Ré-Aunis,GAL La Rochelle-Ré-Aunis,152.0,Groupe d'Action Locale (GAL)
2441-agence-departementale-aveyron-ingenierie,agence-departementale-aveyron-ingenierie,Agence départementale Aveyron Ingénierie,Aveyron,18.0,Agence Technique Départementale (ATD)
2442-communaute-dagglomeration-du-grand-annecy,communaute-dagglomeration-du-grand-annecy,Communauté d'Agglomération du Grand Annecy,CA du Grand Annecy,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2443-parc-naturel-marin-de-mayotte,parc-naturel-marin-de-mayotte,Parc Naturel Marin de Mayotte,Mayotte,9.0,Parc naturel régional (PNR)
2447-seine-maritime,seine-maritime,Seine-Maritime,Seine-Maritime,,
2448-mairie-de-verlhac-tescou,mairie-de-verlhac-tescou,Mairie de Verlhac-Tescou,Verlhac-Tescou,,
2451-communaute-de-communes-pont-audemer-val-de-risle,communaute-de-communes-pont-audemer-val-de-risle,Communauté de communes Pont-Audemer Val-de-Risle,CC de Pont-Audemer / Val de Risle,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
2452-pnr-montagne-de-reims,pnr-montagne-de-reims,PNR Montagne de Reims,Marne,,
2453-territoire-denergie-mayenne,territoire-denergie-mayenne,Territoire d'énergie Mayenne,Mayenne,,
2454-habitat-participatif-france-1,habitat-participatif-france-1,Habitat Participatif France,France,45.0,Association nationale
2455-mission-operationnelle-transfrontaliere-mot-1,mission-operationnelle-transfrontaliere-mot-1,Mission Opérationnelle Transfrontalière (MOT),France,45.0,Association nationale
2457-petr-centre-cher,petr-centre-cher,PETR Centre-Cher,PETR CENTRE-CHER,,
2460-coutances-mer-et-bocage,coutances-mer-et-bocage,Coutances mer et bocage,GAL Pays de Coutances,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
2461-agence-technique-departementale-du-gard,agence-technique-departementale-du-gard,Agence technique départementale du Gard,Gard,,
2462-villyz-1,villyz-1,Villyz,France,116.0,Banque
2463-dgaln-deb,dgaln-deb,DGALN/DEB,France,102.0,Ministère de la Transition Ecologique (MTE)
2464-gal-du-pays-de-coutances,gal-du-pays-de-coutances,GAL du Pays de Coutances,GAL Pays de Coutances,152.0,Groupe d'Action Locale (GAL)
2466-departement-de-la-vendee,departement-de-la-vendee,Département de la Vendée,Vendée,3.0,Conseil départemental (CD)
2467-ddtm-44,ddtm-44,DDTM 44,Loire-Atlantique,27.0,Direction Départementale des Territoires / et de la Mer (DDT/DDTM)
2470-parc-naturel-regional-du-morvan,parc-naturel-regional-du-morvan,Parc naturel régional du Morvan,GAL Morvan,9.0,Parc naturel régional (PNR)
2473-agence-technique-departementale-atd-des-vosges,agence-technique-departementale-atd-des-vosges,Agence technique départementale (ATD) des Vosges,Vosges,,
2475-communaute-de-communes-des-falaises-du-talou,communaute-de-communes-des-falaises-du-talou,Communauté de communes des Falaises du Talou,CC Falaises du Talou,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
